image_path,label,source,generator
corpora/unsplash/images/unsplash_000000.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000001.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000002.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000003.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000004.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000005.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000006.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000007.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000008.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000009.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000010.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000011.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000012.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000013.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000014.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000015.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000016.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000017.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000018.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000019.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000020.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000021.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000022.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000023.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000024.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000025.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000026.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000027.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000028.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000029.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000030.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000031.jpg,0,unsplash_real,Real_Unsplash
corpora/unsplash/images/unsplash_000032.jpg,0,unsplash_real,Real_Unsplash
