image_path,label,source,generator
corpora/tiny_genimage_heldout/images/Real/validation_000000.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/ADM/validation_000001.jpg,1,tiny_genimage_heldout,ADM
corpora/tiny_genimage_heldout/images/Real/validation_000002.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/BigGAN/validation_000003.jpg,1,tiny_genimage_heldout,BigGAN
corpora/tiny_genimage_heldout/images/Real/validation_000004.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/GLIDE/validation_000005.jpg,1,tiny_genimage_heldout,GLIDE
corpora/tiny_genimage_heldout/images/Real/validation_000006.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/Midjourney/validation_000007.jpg,1,tiny_genimage_heldout,Midjourney
corpora/tiny_genimage_heldout/images/Real/validation_000008.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/SD15/validation_000009.jpg,1,tiny_genimage_heldout,SD15
corpora/tiny_genimage_heldout/images/Real/validation_000010.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/VQDM/validation_000011.jpg,1,tiny_genimage_heldout,VQDM
corpora/tiny_genimage_heldout/images/Real/validation_000012.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/Wukong/validation_000013.jpg,1,tiny_genimage_heldout,Wukong
corpora/tiny_genimage_heldout/images/Real/validation_000014.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/ADM/validation_000015.jpg,1,tiny_genimage_heldout,ADM
corpora/tiny_genimage_heldout/images/Real/validation_000016.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/BigGAN/validation_000017.jpg,1,tiny_genimage_heldout,BigGAN
corpora/tiny_genimage_heldout/images/Real/validation_000018.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/GLIDE/validation_000019.jpg,1,tiny_genimage_heldout,GLIDE
corpora/tiny_genimage_heldout/images/Real/validation_000020.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/Midjourney/validation_000021.jpg,1,tiny_genimage_heldout,Midjourney
corpora/tiny_genimage_heldout/images/Real/validation_000022.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/SD15/validation_000023.jpg,1,tiny_genimage_heldout,SD15
corpora/tiny_genimage_heldout/images/Real/validation_000024.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/VQDM/validation_000025.jpg,1,tiny_genimage_heldout,VQDM
corpora/tiny_genimage_heldout/images/Real/validation_000026.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/Wukong/validation_000027.jpg,1,tiny_genimage_heldout,Wukong
corpora/tiny_genimage_heldout/images/Real/validation_000028.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/ADM/validation_000029.jpg,1,tiny_genimage_heldout,ADM
corpora/tiny_genimage_heldout/images/Real/validation_000030.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/BigGAN/validation_000031.jpg,1,tiny_genimage_heldout,BigGAN
corpora/tiny_genimage_heldout/images/Real/validation_000032.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/GLIDE/validation_000033.jpg,1,tiny_genimage_heldout,GLIDE
corpora/tiny_genimage_heldout/images/Real/validation_000034.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/Midjourney/validation_000035.jpg,1,tiny_genimage_heldout,Midjourney
corpora/tiny_genimage_heldout/images/Real/validation_000036.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/SD15/validation_000037.jpg,1,tiny_genimage_heldout,SD15
corpora/tiny_genimage_heldout/images/Real/validation_000038.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/VQDM/validation_000039.jpg,1,tiny_genimage_heldout,VQDM
corpora/tiny_genimage_heldout/images/Real/validation_000040.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/Wukong/validation_000041.jpg,1,tiny_genimage_heldout,Wukong
corpora/tiny_genimage_heldout/images/Real/validation_000042.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/ADM/validation_000043.jpg,1,tiny_genimage_heldout,ADM
corpora/tiny_genimage_heldout/images/Real/validation_000044.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/BigGAN/validation_000045.jpg,1,tiny_genimage_heldout,BigGAN
corpora/tiny_genimage_heldout/images/Real/validation_000046.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/GLIDE/validation_000047.jpg,1,tiny_genimage_heldout,GLIDE
corpora/tiny_genimage_heldout/images/Real/validation_000048.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/Midjourney/validation_000049.jpg,1,tiny_genimage_heldout,Midjourney
corpora/tiny_genimage_heldout/images/Real/validation_000050.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/SD15/validation_000051.jpg,1,tiny_genimage_heldout,SD15
corpora/tiny_genimage_heldout/images/Real/validation_000052.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/VQDM/validation_000053.jpg,1,tiny_genimage_heldout,VQDM
corpora/tiny_genimage_heldout/images/Real/validation_000054.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/Wukong/validation_000055.jpg,1,tiny_genimage_heldout,Wukong
corpora/tiny_genimage_heldout/images/Real/validation_000056.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/ADM/validation_000057.jpg,1,tiny_genimage_heldout,ADM
corpora/tiny_genimage_heldout/images/Real/validation_000058.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/BigGAN/validation_000059.jpg,1,tiny_genimage_heldout,BigGAN
corpora/tiny_genimage_heldout/images/Real/validation_000060.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/GLIDE/validation_000061.jpg,1,tiny_genimage_heldout,GLIDE
corpora/tiny_genimage_heldout/images/Real/validation_000062.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/Midjourney/validation_000063.jpg,1,tiny_genimage_heldout,Midjourney
corpora/tiny_genimage_heldout/images/Real/validation_000064.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/SD15/validation_000065.jpg,1,tiny_genimage_heldout,SD15
corpora/tiny_genimage_heldout/images/Real/validation_000066.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/VQDM/validation_000067.jpg,1,tiny_genimage_heldout,VQDM
corpora/tiny_genimage_heldout/images/Real/validation_000068.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/Wukong/validation_000069.jpg,1,tiny_genimage_heldout,Wukong
corpora/tiny_genimage_heldout/images/Real/validation_000070.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/ADM/validation_000071.jpg,1,tiny_genimage_heldout,ADM
corpora/tiny_genimage_heldout/images/Real/validation_000072.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/BigGAN/validation_000073.jpg,1,tiny_genimage_heldout,BigGAN
corpora/tiny_genimage_heldout/images/Real/validation_000074.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/GLIDE/validation_000075.jpg,1,tiny_genimage_heldout,GLIDE
corpora/tiny_genimage_heldout/images/Real/validation_000076.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/Midjourney/validation_000077.jpg,1,tiny_genimage_heldout,Midjourney
corpora/tiny_genimage_heldout/images/Real/validation_000078.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/SD15/validation_000079.jpg,1,tiny_genimage_heldout,SD15
corpora/tiny_genimage_heldout/images/Real/validation_000080.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/VQDM/validation_000081.jpg,1,tiny_genimage_heldout,VQDM
corpora/tiny_genimage_heldout/images/Real/validation_000082.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/Wukong/validation_000083.jpg,1,tiny_genimage_heldout,Wukong
corpora/tiny_genimage_heldout/images/Real/validation_000084.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/ADM/validation_000085.jpg,1,tiny_genimage_heldout,ADM
corpora/tiny_genimage_heldout/images/Real/validation_000086.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/BigGAN/validation_000087.jpg,1,tiny_genimage_heldout,BigGAN
corpora/tiny_genimage_heldout/images/Real/validation_000088.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/GLIDE/validation_000089.jpg,1,tiny_genimage_heldout,GLIDE
corpora/tiny_genimage_heldout/images/Real/validation_000090.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/Midjourney/validation_000091.jpg,1,tiny_genimage_heldout,Midjourney
corpora/tiny_genimage_heldout/images/Real/validation_000092.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/SD15/validation_000093.jpg,1,tiny_genimage_heldout,SD15
corpora/tiny_genimage_heldout/images/Real/validation_000094.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/VQDM/validation_000095.jpg,1,tiny_genimage_heldout,VQDM
corpora/tiny_genimage_heldout/images/Real/validation_000096.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/Wukong/validation_000097.jpg,1,tiny_genimage_heldout,Wukong
corpora/tiny_genimage_heldout/images/Real/validation_000098.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/ADM/validation_000099.jpg,1,tiny_genimage_heldout,ADM
corpora/tiny_genimage_heldout/images/Real/validation_000100.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/BigGAN/validation_000101.jpg,1,tiny_genimage_heldout,BigGAN
corpora/tiny_genimage_heldout/images/Real/validation_000102.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/GLIDE/validation_000103.jpg,1,tiny_genimage_heldout,GLIDE
corpora/tiny_genimage_heldout/images/Real/validation_000104.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/Midjourney/validation_000105.jpg,1,tiny_genimage_heldout,Midjourney
corpora/tiny_genimage_heldout/images/Real/validation_000106.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/SD15/validation_000107.jpg,1,tiny_genimage_heldout,SD15
corpora/tiny_genimage_heldout/images/Real/validation_000108.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/VQDM/validation_000109.jpg,1,tiny_genimage_heldout,VQDM
corpora/tiny_genimage_heldout/images/Real/validation_000110.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/Wukong/validation_000111.jpg,1,tiny_genimage_heldout,Wukong
corpora/tiny_genimage_heldout/images/Real/validation_000112.jpg,0,tiny_genimage_heldout,Real
corpora/tiny_genimage_heldout/images/ADM/validation_000113.jpg,1,tiny_genimage_heldout,ADM
corpora/tiny_genimage_heldout/images/Real/validation_000114.jpg,0,tiny_genimage_heldout,Real
