image_path,label,source,generator
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0000.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0001.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0002.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0003.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0004.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0005.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0006.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0007.png,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0008.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0009.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0010.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0011.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0012.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0013.png,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0014.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0015.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0016.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0017.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0018.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0019.png,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0020.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0021.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0022.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0023.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0024.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0025.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0026.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0027.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0028.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0029.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0030.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0031.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0032.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0033.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0034.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0035.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0036.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0037.jpg,0,wildrf_real,Real_WildRF_train
C:\Users\angus\Desktop\tiktoktechjam2026\data\real_ext\WildRF\train\0_real\0038.jpg,0,wildrf_real,Real_WildRF_train
